trade_date,variety,warehouse_receipt,change,source_name,source_url
2024-10-17,碳酸锂,44969.0,-90.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-18,碳酸锂,44341.0,-628.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-21,碳酸锂,43439.0,-902.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-22,碳酸锂,43052.0,-387.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-23,碳酸锂,43499.0,447.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-24,碳酸锂,43340.0,-159.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-25,碳酸锂,43416.0,76.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-28,碳酸锂,44215.0,799.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-29,碳酸锂,44345.0,130.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-30,碳酸锂,44405.0,60.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-10-31,碳酸锂,44852.0,447.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-01,碳酸锂,45161.0,309.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-04,碳酸锂,46522.0,1361.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-05,碳酸锂,47861.0,1339.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-06,碳酸锂,47881.0,20.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-07,碳酸锂,48301.0,420.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-08,碳酸锂,47959.0,-342.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-11,碳酸锂,49106.0,1147.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-12,碳酸锂,48926.0,-180.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-13,碳酸锂,50196.0,1270.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-14,碳酸锂,50166.0,-30.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-15,碳酸锂,49719.0,-447.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-18,碳酸锂,53115.0,3396.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-19,碳酸锂,53335.0,220.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-20,碳酸锂,52988.0,-347.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-21,碳酸锂,53287.0,299.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-22,碳酸锂,53317.0,30.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-25,碳酸锂,53300.0,-17.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-26,碳酸锂,52556.0,-744.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-27,碳酸锂,50385.0,-2171.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-28,碳酸锂,49829.0,-556.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-11-29,碳酸锂,21706.0,-28123.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-02,碳酸锂,22966.0,1260.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-03,碳酸锂,23096.0,130.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-04,碳酸锂,27686.0,4590.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-05,碳酸锂,29446.0,1760.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-06,碳酸锂,34694.0,5248.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-09,碳酸锂,36941.0,2247.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-10,碳酸锂,38784.0,1843.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-11,碳酸锂,39827.0,1043.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-12,碳酸锂,41633.0,1806.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-13,碳酸锂,42268.0,635.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-16,碳酸锂,42885.0,617.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-17,碳酸锂,44255.0,1370.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-18,碳酸锂,46453.0,2198.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-19,碳酸锂,46353.0,-100.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-20,碳酸锂,47721.0,1368.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-23,碳酸锂,48341.0,620.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-24,碳酸锂,49609.0,1268.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-25,碳酸锂,50425.0,816.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-26,碳酸锂,51565.0,1140.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-27,碳酸锂,52086.0,521.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-30,碳酸锂,52406.0,320.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2024-12-31,碳酸锂,53356.0,950.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-02,碳酸锂,54286.0,930.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-03,碳酸锂,54366.0,80.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-06,碳酸锂,54364.0,-2.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-07,碳酸锂,53793.0,-571.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-08,碳酸锂,52772.0,-1021.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-09,碳酸锂,52873.0,101.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-10,碳酸锂,51663.0,-1210.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-13,碳酸锂,52126.0,463.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-14,碳酸锂,52660.0,534.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-15,碳酸锂,52660.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-16,碳酸锂,51198.0,-1462.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-17,碳酸锂,51348.0,150.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-20,碳酸锂,51128.0,-220.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-21,碳酸锂,49951.0,-1177.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-22,碳酸锂,47966.0,-1985.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-23,碳酸锂,47401.0,-565.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-24,碳酸锂,47641.0,240.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-01-27,碳酸锂,48641.0,1000.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-05,碳酸锂,48652.0,11.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-06,碳酸锂,48382.0,-270.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-07,碳酸锂,48387.0,5.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-10,碳酸锂,47507.0,-880.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-11,碳酸锂,47495.0,-12.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-12,碳酸锂,46762.0,-733.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-13,碳酸锂,45753.0,-1009.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-14,碳酸锂,45933.0,180.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-17,碳酸锂,45350.0,-583.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-18,碳酸锂,45350.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-19,碳酸锂,45025.0,-325.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-20,碳酸锂,44865.0,-160.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-21,碳酸锂,44546.0,-319.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-24,碳酸锂,44497.0,-49.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-25,碳酸锂,45207.0,710.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-26,碳酸锂,44542.0,-665.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-27,碳酸锂,46106.0,1564.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-02-28,碳酸锂,45926.0,-180.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-03,碳酸锂,46147.0,221.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-04,碳酸锂,46422.0,275.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-05,碳酸锂,46421.0,-1.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-06,碳酸锂,44439.0,-1982.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-07,碳酸锂,42446.0,-1993.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-10,碳酸锂,38568.0,-3878.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-11,碳酸锂,38022.0,-546.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-12,碳酸锂,38532.0,510.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-13,碳酸锂,36922.0,-1610.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-14,碳酸锂,35955.0,-967.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-17,碳酸锂,35882.0,-73.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-18,碳酸锂,35972.0,90.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-19,碳酸锂,36832.0,860.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-20,碳酸锂,38081.0,1249.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-21,碳酸锂,37587.0,-494.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-24,碳酸锂,36763.0,-824.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-25,碳酸锂,36151.0,-612.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-26,碳酸锂,35807.0,-344.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-27,碳酸锂,36135.0,328.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-28,碳酸锂,35782.0,-353.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-03-31,碳酸锂,17755.0,-18027.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-01,碳酸锂,19135.0,1380.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-02,碳酸锂,21768.0,2633.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-03,碳酸锂,24603.0,2835.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-07,碳酸锂,27023.0,2420.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-08,碳酸锂,28403.0,1380.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-09,碳酸锂,28783.0,380.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-10,碳酸锂,28843.0,60.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-11,碳酸锂,28923.0,80.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-14,碳酸锂,29033.0,110.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-15,碳酸锂,29283.0,250.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-16,碳酸锂,29262.0,-21.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-17,碳酸锂,29262.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-18,碳酸锂,29562.0,300.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-21,碳酸锂,30445.0,883.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-22,碳酸锂,31385.0,940.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-23,碳酸锂,31735.0,350.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-24,碳酸锂,31555.0,-180.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-25,碳酸锂,31795.0,240.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-28,碳酸锂,32847.0,1052.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-29,碳酸锂,33477.0,630.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-04-30,碳酸锂,33477.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-06,碳酸锂,35236.0,1759.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-07,碳酸锂,36244.0,1008.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-08,碳酸锂,36241.0,-3.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-09,碳酸锂,36351.0,110.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-12,碳酸锂,36194.0,-157.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-13,碳酸锂,36444.0,250.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-14,碳酸锂,36716.0,272.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-15,碳酸锂,36664.0,-52.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-16,碳酸锂,36624.0,-40.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-19,碳酸锂,36684.0,60.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-20,碳酸锂,36545.0,-139.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-21,碳酸锂,36393.0,-152.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-22,碳酸锂,35863.0,-530.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-23,碳酸锂,35773.0,-90.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-26,碳酸锂,34979.0,-794.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-27,碳酸锂,34154.0,-825.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-28,碳酸锂,33854.0,-300.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-29,碳酸锂,33884.0,30.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-05-30,碳酸锂,33457.0,-427.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-03,碳酸锂,33397.0,-60.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-04,碳酸锂,33461.0,64.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-05,碳酸锂,33321.0,-140.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-06,碳酸锂,33309.0,-12.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-09,碳酸锂,33119.0,-190.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-10,碳酸锂,32947.0,-172.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-11,碳酸锂,32837.0,-110.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-12,碳酸锂,32383.0,-454.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-13,碳酸锂,32118.0,-265.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-16,碳酸锂,32043.0,-75.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-17,碳酸锂,31713.0,-330.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-18,碳酸锂,29967.0,-1746.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-19,碳酸锂,29957.0,-10.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-20,碳酸锂,27793.0,-2164.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-23,碳酸锂,26779.0,-1014.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-24,碳酸锂,22375.0,-4404.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-25,碳酸锂,22370.0,-5.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-26,碳酸锂,22590.0,220.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-27,碳酸锂,21998.0,-592.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-06-30,碳酸锂,22628.0,630.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-01,碳酸锂,22940.0,312.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-02,碳酸锂,23180.0,240.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-03,碳酸锂,22880.0,-300.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-04,碳酸锂,21036.0,-1844.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-07,碳酸锂,15555.0,-5481.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-08,碳酸锂,12655.0,-2900.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-09,碳酸锂,13281.0,626.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-10,碳酸锂,13191.0,-90.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-11,碳酸锂,11603.0,-1588.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-14,碳酸锂,11204.0,-399.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-15,碳酸锂,11203.0,-1.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-16,碳酸锂,10655.0,-548.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-17,碳酸锂,10239.0,-416.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-18,碳酸锂,10239.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-21,碳酸锂,9969.0,-270.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-22,碳酸锂,10089.0,120.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-23,碳酸锂,10754.0,665.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-24,碳酸锂,11654.0,900.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-25,碳酸锂,11996.0,342.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-28,碳酸锂,12276.0,280.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-29,碳酸锂,12276.0,0.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-30,碳酸锂,13131.0,855.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-07-31,碳酸锂,5545.0,-7586.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-01,碳酸锂,6605.0,1060.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-04,碳酸锂,12603.0,5998.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-05,碳酸锂,14443.0,1840.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-06,碳酸锂,15023.0,580.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-07,碳酸锂,16443.0,1420.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-08,碳酸锂,18829.0,2386.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-11,碳酸锂,19389.0,560.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-12,碳酸锂,20829.0,1440.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-13,碳酸锂,21679.0,850.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-14,碳酸锂,21939.0,260.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-15,碳酸锂,23485.0,1546.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
2025-08-18,碳酸锂,23555.0,70.0,广州期货交易所,https://www.gfex.com.cn/gfex/cdrb/hqsj_tjsj.shtml
