doc_id,source_type,title,content,publish_time,source_name,url
S067,news,光伏行业持续整治无序竞争，落后产能出清或延至2026年 - 21财经,原文摘要：通过政策引导、市场化机制重塑以及企业战略转型，光伏行业有望逐步走出困局。 来源为21 世纪经济报道，首次公开日期核验为2025-08-13。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-08-13,21 世纪经济报道,https://m.21jingji.com/article/20250813/herald/0ab8705f58cb868933af07b6d5290e06.html
S068,ir_qa,投资者问答：当升科技回应““国九条”明确提出引导上市公司回购股份并依法注销，确立“重股东回报”的资”,原文摘要：投资者在深交所互动易向当升科技提问，问题摘要为““国九条”明确提出引导上市公司回购股份并依法注销，确立“重股东回报”的资本市场发展主线，随后证监会修订《上市公司股份回购规则》，简化回购审议流程、拓宽资金使用范”。公司回复摘要为“您好，感谢您的关注。公司始终密切关注和研究国家相关政策，高度重视投资者的利益，已采取多种举措提升公司价值和提振投资者信心。公司将持续聚焦主责主业创新，抢占新兴市场机遇，提升公司经营质量和投资价值，多措”。项目关联：当升科技属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-27,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2300677641504276480
S069,policy,关于2026—2027年减免车辆购置税新能源汽车产品技术要求的公告_国务院部门文件_中国政府网,原文摘要：根据《关于延续和优化新能源汽车车辆购置税减免政策的公告》，结合新能源汽车技术进步、标准体系发展和车型变化情况，现就2026—2027年减免车辆购置税新能源汽车产品技术要求有关事项公告如下。 来源为中国政府网，首次公开日期核验为2025-09-22。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2025-09-22,中国政府网,https://www.gov.cn/zhengce/zhengceku/202510/content_7053638.htm
S070,announcement,关于2026年第一季度计提资产减值准备的公告,原文摘要：运达股份于2026-04-25在巨潮资讯网披露《关于2026年第一季度计提资产减值准备的公告》。运达能源科技集团股份有限公司 关于 2026 年第一季度计提资产减值准备的公告 公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记 载、误导性陈述或重大遗漏。 一、本次计提资产减值准备情况概述 运达能源科技集团股份有限公司（以下简称“公司”）根据《深圳证券交易 所上市公司自律监管指引第 2 号——创业板上市公司规范运作》《深圳证券交易 所创业板上市公司自律监管指南第 1 号——业务办理第一章信息披露：第二节定 期报告披露相关事宜》《企业会计准则》和公司相关会计政策的规定，基于谨慎 性原则，为真实准确地反映公司的财务、资产和经营状况，对合并报表范围内截 至 2026 年 03 月 31 日的各类应收账款、应收票据、存货项目关联：运达股份属于新能源股票池的风电板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-04-25,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-04-25/1225186677.PDF
S071,news,5月电池装车71.9GWh，宁德时代、比亚迪合计拿下超六成市场_腾讯新闻,原文摘要：新能源汽车市场的热度，正在实实在在传导到动力电池端。中国汽车动力电池产业创新联盟最新出炉的数据显示，2026年5月国内动力电池装车量达到71.9GWh，同比大涨25.9%，环比也有15.2%的增幅，整个行业的回暖势头较为明显。2024-2026年动力电池月度装车量算下来，今年前5个月累计装车已经做到了259.1GWh。特别是5月份的装车量... 来源为腾讯新闻，首次公开日期核验为2026-06-15。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2026-06-15,腾讯新闻,https://news.qq.com/rain/a/20260615A071YK00
S072,ir_qa,投资者问答：当升科技回应“国内有个很有名的锂电池自媒体发文称当升科技的固态电池领先世界，而且是采用”,原文摘要：投资者在深交所互动易向当升科技提问，问题摘要为“国内有个很有名的锂电池自媒体发文称当升科技的固态电池领先世界，而且是采用氧化物电解质，已量产400wh/kg电池包。我记忆里当升没有能力生产固态电池，主要提供正”。公司回复摘要为“您好，公司主要生产及销售固态电池正极材料和电解质，已全方位布局硫化物、氧化物、卤化物等不同技术路线，与固态电池头部企业的核心项目深度绑定，综合技术性能处于行业领先位置。未来，公司将持续加快新型硫化物、”。项目关联：当升科技属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-10,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2287691902367653888
S073,policy,关于印发《新型能源体系建设“十五五”规划》的通知(发改能源〔2026〕884号),原文摘要：《新型能源体系建设“十五五”规划》.pdf《新型能源体系建设“十五五”规划》.ofd 来源为国家发展改革委，首次公开日期核验为2026-06-25。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2026-06-25,国家发展改革委,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202606/t20260625_1406079.html
S074,announcement,三一重能关于2025年度计提资产减值准备的公告,原文摘要：三一重能于2026-04-23在巨潮资讯网披露《三一重能关于2025年度计提资产减值准备的公告》。三一重能股份有限公司 关于 2025 年度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、计提资产减值准备的情况概述 三一重能股份有限公司（以下简称“公司”）根据《企业会计准则第 8 号-- 资产减值》和相关会计政策的规定，结合公司的实际情况，为客观、公允地反映 公司截至 2025 年 12 月 31 日的财务状况和 2025 年 1-12 月的经营成果，公司及 下属子公司对截至 2025 年 12 月 31 日公司合并报表范围内存在减值迹象的资产 进行了减值测试，2025 年度公司计提各类信用减值损失及资产减值损失共项目关联：三一重能属于新能源股票池的风电板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-04-23,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-04-23/1225152273.PDF
S075,news,交通运输部东海航海保障中心上海海事测绘中心2026年大丰海上风电项目测量船舶短期租赁公开招标公告,"原文摘要：服务/商务服务/租赁服务（不带操作员）/车辆及其他运输机械租赁服务,工程/工程设备租赁（带操作员） 来源为中国政府网，首次公开日期核验为2026-03-11。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。",2026-03-11,中国政府网,https://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260311_26258121.htm
S076,ir_qa,投资者问答：当升科技回应“贵公司公告称与辉能科技达成框架协议，但辉能科技官网无任何公告。基于目前双”,原文摘要：投资者在深交所互动易向当升科技提问，问题摘要为“贵公司公告称与辉能科技达成框架协议，但辉能科技官网无任何公告。基于目前双方在经营账目往来等于零，请问：双方的框架协议有没有具体的执行时间，比如2030、2040”。公司回复摘要为“您好，公司与辉能科技在固态锂电材料领域开展了多个项目合作，建立了长期紧密的合作关系。2026年2月6日，公司与辉能科技正式签署《策略合作框架协议书》，双方建立了涵盖股权投资、电池材料合作、产品量产与供”。项目关联：当升科技属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-05-27,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2277484989699702784
S077,policy,新型储能产业从“跟跑”变“领跑”,原文摘要：国家能源网 来源为国家能源局，首次公开日期核验为2026-04-17。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2026-04-17,国家能源局,https://www.nea.gov.cn/20260417/a6ef89bc89eb4814872959c4b10fd731/c.html
S078,announcement,关于2025年度向特定对象发行股票的审核问询函回复及募集说明书等申请文件更新的提示性公告,原文摘要：中材科技于2026-06-24在巨潮资讯网披露《关于2025年度向特定对象发行股票的审核问询函回复及募集说明书等申请文件更新的提示性公告》。中材科技股份有限公司 关于 2025 年度向特定对象发行股票的审核问询函回复及募集说明书等申请文件 更新的提示性公告 本公司及董事会全体成员保证信息披露的内容真实、准确和完整，没有虚假 记载、误导性陈述或者重大遗漏。 根据深圳证券交易所（以下简称“深交所”）审核意见，中材科技股份有限 公司（以下简称“公司”）会同相关中介机构对公司 2025 年度向特定对象发行 股票的募集说明书、审核问询函回复等申请文件中涉及的相关内容进行了更新。 具体内容详见公司于 2026 年 6 月 24 日在巨潮资讯网（www.cninfo.com.cn）披露 的相关公告。 公司本次向特定对象发行 A 股股票的方案尚需经深交所审核通过，并经中 国证券监督管理项目关联：中材科技属于新能源股票池的风电板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-06-24,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-06-24/1225383210.PDF
S079,news,2024年11月新能源汽车产销情况简析,原文摘要：据中国汽车工业协会分析，2024年11月，新能源汽车继续保持快速增长，月度产销再创历史新高。 来源为中国汽车工业协会，首次公开日期核验为2024-12-26。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2024-12-26,中国汽车工业协会,http://www.caam.org.cn/chn/4/cate_30/con_5236607.html
S080,ir_qa,投资者问答：当升科技回应“董秘，您好！中国质量新闻网显示：北京当升材料科技股份有限公司收购云南友天”,原文摘要：投资者在深交所互动易向当升科技提问，问题摘要为“董秘，您好！中国质量新闻网显示：北京当升材料科技股份有限公司收购云南友天新能源科技有限公司等二家公司股权案已经于2026年5月20日无条件批准！通过了反垄断调查”。公司回复摘要为“您好，感谢您的关注。公司严格按照相关法律法规履行信息披露义务，请关注公司披露于巨潮资讯网（www.cninfo.com.cn）的相关公告，谢谢。”。项目关联：当升科技属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-02,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2281447758657490944
S081,policy,2025年全国交易绿证9.30亿个 规模创新高,原文摘要：国家能源网 来源为国家能源局，首次公开日期核验为2026-05-22。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2026-05-22,国家能源局,https://www.nea.gov.cn/20260522/a6cedbcbc2764b80abc85836ee862461/c.html
S082,announcement,关于2025年第四季度计提资产减值准备的公告,原文摘要：派能科技于2026-04-01在巨潮资讯网披露《关于2025年第四季度计提资产减值准备的公告》。上海派能能源科技股份有限公司 关于 2025 年第四季度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、计提减值准备的情况概述 根据《企业会计准则》和上海派能能源科技股份有限公司（以下简称“公司”） 会计政策的相关规定，为客观、公允地反映公司截至2025年12月31日的财务状况 和2025年第四季度经营成果，公司及子公司对截至2025年12月31日合并范围内可 能存在减值损失的各项资产进行了评估和分析，本着谨慎性原则，公司对相关资 产进行了减值测试并计提了相应的减值准备。2025年第四季度，公司计提各类信 用及资产减值项目关联：派能科技属于新能源股票池的储能板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-04-01,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-04-01/1225068737.PDF
S083,news,2024年可再生能源并网运行情况,原文摘要：国家能源网 来源为国家能源局，首次公开日期核验为2025-01-27。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-01-27,国家能源局,https://www.nea.gov.cn/20250221/e10f363cabe3458aaf78ba4558970054/c.html
S084,ir_qa,投资者问答：恩捷股份回应“请问恩捷股份有没有向特斯拉公司供货电池隔膜呢？”,原文摘要：投资者在深交所互动易向恩捷股份提问，问题摘要为“请问恩捷股份有没有向特斯拉公司供货电池隔膜呢？”。公司回复摘要为“尊敬的投资者，您好！公司和国内外头部电池厂商均保持深度良好合作，公司与具体客户的合作信息涉及商业保密协议的约束，不便透露。谢谢关注！”。项目关联：恩捷股份属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-02,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2282127557487321088
S085,policy,关于印发《电动汽车充电设施服务能力“三年倍增”行动方案(2025—2027年)》的通知(发改能源〔2025〕1250号),原文摘要：《电动汽车充电设施服务能力“三年倍增”行动方案（2025—2027年）》.pdf《电动汽车充电设施服务能力“三年倍增”行动方案（2025—2027年）》.ofd 来源为国家发展改革委，首次公开日期核验为2025-10-15。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2025-10-15,国家发展改革委,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202510/t20251015_1401011.html
S086,announcement,2025年年度业绩预告,"原文摘要：固德威于2026-01-30在巨潮资讯网披露《2025年年度业绩预告》。固德威技术股份有限公司 2025 年年度业绩预告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、本期业绩预告情况 （一）业绩预告期间 2025 年 1 月 1 日至 2025 年 12 月 31 日。 （二）业绩预告情况 （1）经财务部门初步测算，预计 2025 年年度实现归属于母公司所有者的净 利润与上年同期（法定披露数据）相比，将实现扭亏为盈，归属于母公司所有者 的净利润 12,500.00 万元到 16,200.00 万元，与上年同期相比，将增加 18,681.04 万元到 22,381.04 万元。 （2）经财务部门初步测算，预计归项目关联：固德威属于新能源股票池的储能板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。",2026-01-30,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-01-30/1224956453.PDF
S087,news,2024年度CNESA储能数据发布：新型储能装机规模首次超过抽水蓄能_腾讯新闻,原文摘要：经济观察网 记者 田进 1月15日，在中关村储能产业技术联盟（CNESA）主办的“储能国际峰会暨展览会2025新闻发布会暨CNESA DataLink 2024年度储能数据发布”上，中关村储能产业技术联盟理事长、中国科学院工程热物理研究所所长、研究员陈海生表示，截至2024年底，中国电力储能累计装机达到137.9GW。其中，新型储能装机规模首... 来源为腾讯新闻，首次公开日期核验为2025-01-16。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-01-16,腾讯新闻,https://news.qq.com/rain/a/20250116A030UG00
S088,ir_qa,投资者问答：恩捷股份回应“请问恩捷股份已经具备钠离子电池隔膜量产了吗？已经正在量产钠离子电池隔膜了”,原文摘要：投资者在深交所互动易向恩捷股份提问，问题摘要为“请问恩捷股份已经具备钠离子电池隔膜量产了吗？已经正在量产钠离子电池隔膜了吗？”。公司回复摘要为“尊敬的投资者，您好！公司会根据市场和下游客户需求合理开展具体产品生产，公司目前已有钠离子电池隔膜相关产品。谢谢关注！”。项目关联：恩捷股份属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-02,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2282017700635279360
S089,policy,关于2026—2027年减免车辆购置税新能源汽车产品技术要求的公告,原文摘要：根据《关于延续和优化新能源汽车车辆购置税减免政策的公告》（财政部 税务总局 工业和信息化部公告2023年第10号），结合新能源汽车技术进步、标准体系发展和车型变化情况，现就2026—2027年减免车辆购置税新能源汽车产品技术要求有关事项公告如下：一、纯电动乘用车有关技术要求调整如下：纯电动乘用车百公里电能消耗量应不高于《电动汽车能量消耗量限值 第1部分：乘用车》（GB 36980.1—202... 来源为工业和信息化部，首次公开日期核验为2025-10-09。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2025-10-09,工业和信息化部,https://www.miit.gov.cn/zwgk/zcwj/wjfb/gg/art/2025/art_cc2e2f43c220460f96b57405b49bae7c.html
S090,announcement,关于全资项目子公司股权转让涉及2022年度向特定对象发行股票募投项目的进展公告,原文摘要：锦浪科技于2026-06-09在巨潮资讯网披露《关于全资项目子公司股权转让涉及2022年度向特定对象发行股票募投项目的进展公告》。债券代码：123259 债券简称：锦浪转 02 锦浪科技股份有限公司 关于全资项目子公司股权转让涉及 2022 年度向特定 对象发行股票募投项目的进展公告 本公司及董事会全体成员保证公告内容真实、准确和完整，不存在任何虚假 记载、误导性陈述或者重大遗漏。 锦浪科技股份有限公司（以下简称“公司”）于 2026 年 5 月 20 日召开第四 届董事会第十八次会议，审议通过了《关于全资项目子公司股权转让涉及 2022 年度向特定对象发行股票募投项目的议案》。公司全资子公司宁波锦浪智慧能源 有限公司（以下简称“锦浪智慧”）和浙江海速信息技术服务有限公司（以下简 称“浙江海速”，锦浪智慧的全资子公司）拟将其持有的全资项目子公司巨鹿县 泽源新能项目关联：锦浪科技属于新能源股票池的储能板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-06-09,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-06-09/1225356678.PDF
S091,news,中国锂电产业全面“走出去”-证券日报网,原文摘要：据工业和信息化部12月1日官网消息，工业和信息化部党组书记、部长李乐成在署名文章《加快中国制造绿色低碳转型促进全球可持续发展》中提到，鼓励中国光伏、风电、锂电池、新能源汽车等优势企业“走出 来源为证券日报，首次公开日期核验为2025-12-02。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-12-02,证券日报,http://www.zqrb.cn/gscy/gongsi/2025-12-02/A1764664492934.html
S092,ir_qa,投资者问答：恩捷股份回应“宁德时代和恩捷股份是深度绑定合作关系，并且恩捷也专门为宁德时代的钠离子电”,原文摘要：投资者在深交所互动易向恩捷股份提问，问题摘要为“宁德时代和恩捷股份是深度绑定合作关系，并且恩捷也专门为宁德时代的钠离子电池研发了定制的隔膜，现在宁德时代已经宣布钠电池量产，请问恩捷股份有没有向宁德时代供货钠电”。公司回复摘要为“尊敬的投资者，您好！公司会根据市场和下游客户需求合理开展具体产品生产，公司和国内外头部电池厂商均保持深度良好合作，公司与具体客户的合作信息涉及商业保密协议的约束，不便透露。谢谢关注！”。项目关联：恩捷股份属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-02,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2281892656957423616
S093,policy,2024年汽车标准化工作要点,原文摘要：全面贯彻党的二十大和中央经济工作会议精神，认真落实政府工作报告和全国新型工业化推进大会任务部署，按照《国家标准化发展纲要》《2024年全国标准化工作要点》《2024年工业和信息化标准工作要点》等文件要求，为进一步发挥标准推进质量提升、促进技术创新的重要作用，有力支撑汽车产业高质量发展，制定发布《2024年汽车标准化工作要点》。一、持续加强顶层设计，健全汽车技术标准体系（一）完善汽车标准体系规划。 来源为工业和信息化部，首次公开日期核验为2024-06-21。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-06-21,工业和信息化部,https://www.miit.gov.cn/jgsj/zbys/gzdt/art/2024/art_d26cb7b3830845f3b3792ae7e3cf46e9.html
S094,announcement,关于全资子公司签署二期投资协议暨对外投资进展公告,原文摘要：德业股份于2026-06-24在巨潮资讯网披露《关于全资子公司签署二期投资协议暨对外投资进展公告》。宁波德业科技股份有限公司 关于全资子公司签署二期投资协议暨对外投资 进展公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 重要内容提示： 年 产 16GWh 工 商 储 生 产 线 项 目 （ 二 期 投资标的名称 9GWh） 投资金额 不少于 12.32 亿元（具体以实际投资额为准） 投资进展情况 完成 终止 √交易要素变更 特别风险提示（如有） 无 一、对外投资基本情况 宁波德业科技股份有限公司（以下简称“公司”）已于 2025 年 4 月 1 日召 开第三届董事会第十二次会议审议通过《关于全资子公司签署项目投资协议的议 案》，同意宁波德项目关联：德业股份属于新能源股票池的储能板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-06-24,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-06-24/1225383163.PDF
S095,news,国家能源局发布2024年全国电力工业统计数据,原文摘要：国家能源网 来源为国家能源局，首次公开日期核验为2025-01-21。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2025-01-21,国家能源局,https://www.nea.gov.cn/20250121/097bfd7c1cd3498897639857d86d5dac/c.html
S096,ir_qa,投资者问答：恩捷股份回应“尊敬的董秘你好，恩捷股份在2026年公布了钠电隔膜，请问这和宁德时代的钠”,原文摘要：投资者在深交所互动易向恩捷股份提问，问题摘要为“尊敬的董秘你好，恩捷股份在2026年公布了钠电隔膜，请问这和宁德时代的钠电池是否匹配使用？有没有合作关系呢？在未来钠电池储能是电能储存的主力军，请问恩捷股份是否”。公司回复摘要为“尊敬的投资者，您好！公司会根据市场和下游客户需求合理开展具体产品生产，公司和国内外头部电池厂商均保持深度良好合作，公司与具体客户的合作信息涉及商业保密协议的约束，不便透露。谢谢关注！”。项目关联：恩捷股份属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-06-01,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2280805952902250496
S097,policy,中华人民共和国工业和信息化部公告2024年第33号,原文摘要：为贯彻落实党中央、国务院决策部署，进一步加强光伏行业规范管理，推动产业加快转型升级和结构调整，推动我国光伏产业高质量发展，工业和信息化部对《光伏制造行业规范条件》和《光伏制造行业规范公告管理暂行办法》进行了修订，现予以公告。《光伏制造行业规范条件（2021年本）》和《光伏制造行业规范公告管理暂行办法（2021年本）》（工业和信息化部公告2021年第5号）同时失效。 来源为工业和信息化部，首次公开日期核验为2024-11-21。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-11-21,工业和信息化部,https://wap.miit.gov.cn/zwgk/zcwj/wjfb/gg/art/2024/art_e2c3dad1c2f54783a0872167f8f85ccb.html
S098,announcement,关于计提资产减值准备的公告,原文摘要：科华数据于2026-04-27在巨潮资讯网披露《关于计提资产减值准备的公告》。科华数据股份有限公司 关于计提资产减值准备的公告 本公司及董事会全体成员保证公告内容的真实、准确和完整，并对公告中的虚 假记载、误导性陈述或重大遗漏承担责任。 科华数据股份有限公司（以下简称“公司”）于 2026 年 4 月 24 日召开第十 届董事会第二次会议，审议通过了《关于计提资产减值准备的议案》。现将有关情 况公告如下： 一、本次计提资产减值准备情况概述 为了真实、准确、客观地反映公司截至 2025 年 12 月 31 日的财务状况及经 营成果，根据《企业会计准则》《深圳证券交易所上市公司自律监管指引第 1 号— —主板上市公司规范运作》及公司会计政策相关规定，本着谨慎性原则，公司对合 并报表范围内的各类资产进行了全面清查和项目关联：科华数据属于新能源股票池的储能板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2026-04-27,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2026-04-27/1225194956.PDF
S099,news,国家能源局发布2025年全国电力统计数据,原文摘要：国家能源网 来源为国家能源局，首次公开日期核验为2026-01-29。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2026-01-29,国家能源局,https://www.nea.gov.cn/20260129/6874f211acd0417eab7ac10c3061a7c2/c.html
S100,ir_qa,投资者问答：恩捷股份回应“请问，恩捷股份上市公司股票价格在近期电池集体反弹的情况下，在12个交易日”,原文摘要：投资者在深交所互动易向恩捷股份提问，问题摘要为“请问，恩捷股份上市公司股票价格在近期电池集体反弹的情况下，在12个交易日内跌幅达百分之十二，是不是有相关的交易内幕未向广大投资者披露，是否存在应披露未披露情形，”。公司回复摘要为“尊敬的投资者，您好！公司严格遵循信息披露监管要求进行披露，不存在应披未披信息，二季度截至目前公司生产经营正常。感谢您的关注！”。项目关联：恩捷股份属于新能源股票池的锂电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。,2026-05-22,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2273630677478211585
S101,policy,关于组织申报第二批绿色低碳先进技术示范项目的通知(发改办环资〔2024〕759号),原文摘要：1.绿色低碳先进技术示范项目申报要求2.绿色低碳先进技术示范项目申报表3.推荐项目汇总表 来源为国家发展改革委，首次公开日期核验为2024-09-20。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-09-20,国家发展改革委,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202409/t20240920_1393108.html
S102,announcement,2025年半年度报告,原文摘要：比亚迪于2025-08-30在巨潮资讯网披露《2025年半年度报告》。比亚迪股份有限公司 2025 年半年度报告全文 比亚迪股份有限公司 2025 年半年度报告 2025 年 8 月 1 比亚迪股份有限公司 2025 年半年度报告全文 第一节 重要提示、目录和释义 公司董事会、监事会及董事、监事、高级管理人员保证半年度报告内 容的真实、准确、完整，不存在虚假记载、误导性陈述或者重大遗漏，并 承担个别和连带的法律责任。 公司负责人王传福、主管会计工作负责人周亚琳及会计机构负责人(会 计主管人员)刘惠声明：保证本半年度报告中财务报告的真实、准确、完整。 所有董事均已出席了审议本次半年报的董事会会议。 公司不存在对生产经营状况、财务状况和持续盈利能力有严重不利影 响的有关风险因素。关于公司经营中可能面临的风项目关联：比亚迪属于新能源股票池的整车板块；仅在原文事实明确支持时抽取事件，不包含收益判断或股价方向判断。,2025-08-30,巨潮资讯网,http://static.cninfo.com.cn/finalpage/2025-08-30/1224626653.PDF
S103,news,财联社汽车早报4月13日,原文摘要：转自：财联社工信部原副部长苏波：2030年新能源汽车市场渗透率预计超过70%4月11日，智能电动汽车发展高层论坛（2026）在北京召开，国家制造强国建设战略咨询委副主任、工信部原副部长苏波表示，“十五五”是我国由汽车大国建成汽车强国的决胜期... 来源为新浪财经，首次公开日期核验为2026-04-13。项目关联：本条样本用于 AlphaLens 的行业事实、关注扩散与主营业务相关性研究，不构成投资建议。,2026-04-13,新浪财经,https://finance.sina.com.cn/roll/2026-04-13/doc-inhuihzi9772164.shtml
S104,ir_qa,投资者问答：金风科技回应“请问董秘，截至6月24日，最新的金风科技的股东户数是多少？基金持股数多少”,"原文摘要：投资者在深交所互动易向金风科技提问，问题摘要为“请问董秘，截至6月24日，最新的金风科技的股东户数是多少？基金持股数多少？”。公司回复摘要为“您好，截至2026年3月31日，公司普通股股东总数692,833户，具体可参考公司已披露的定期报告相关章节，2026年6月末股东户数请参考公司届时披露的半年度报告，感谢您的关注。”。项目关联：金风科技属于新能源股票池的风电板块。单条问答只作为证据文本，不直接代表提问压力增加；不包含收益判断或股价方向判断。",2026-06-25,深交所互动易,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2299159800730267648
S105,policy,国家能源局关于印发《配电网高质量发展行动实施方案（2024—2027年）》的通知_国务院部门文件_中国政府网,原文摘要：为落实《国家发展改革委 国家能源局 国家数据局关于印发〈加快构建新型电力系统行动方案（2024—2027年）〉的通知》（发改能源〔2024〕1128号）、《国家发展改革委 国家能源局关于新形势下配电网高质量发展的指导意见》（发改能源〔2024〕187号）有关要求，深入推进配电网高质量发展重点任务落地见效，国家能源局制定了《配电网高质量发展行动实施方案（2024—2027年）》。 来源为中国政府网，首次公开日期核验为2024-08-02。项目关联：本条样本仅用于 AlphaLens 的政策事件与主营链条相关性研究，不包含收益判断或股价方向判断。,2024-08-02,中国政府网,https://www.gov.cn/zhengce/zhengceku/202408/content_6969919.htm
