sample_id,predicate_name,human_value,human_evidence_text,reviewer,reviewed_at,notes
HR-049,policy_stance_eases,,,,,
HR-049,policy_stance_tightens,,,,,
HR-049,liquidity_supply_increases,,,,,
HR-049,liquidity_supply_decreases,,,,,
HR-049,funding_conditions_tighten,,,,,
HR-049,funding_conditions_ease,,,,,
HR-049,growth_outlook_strengthens,,,,,
HR-049,growth_outlook_weakens,,,,,
HR-049,inflation_pressure_rises,,,,,
HR-049,inflation_pressure_falls,,,,,
HR-049,government_bond_supply_rises,,,,,
HR-049,government_bond_supply_falls,,,,,
HR-049,risk_aversion_rises,,,,,
HR-049,risk_aversion_falls,,,,,
HR-050,policy_stance_eases,,,,,
HR-050,policy_stance_tightens,,,,,
HR-050,liquidity_supply_increases,,,,,
HR-050,liquidity_supply_decreases,,,,,
HR-050,funding_conditions_tighten,,,,,
HR-050,funding_conditions_ease,,,,,
HR-050,growth_outlook_strengthens,,,,,
HR-050,growth_outlook_weakens,,,,,
HR-050,inflation_pressure_rises,,,,,
HR-050,inflation_pressure_falls,,,,,
HR-050,government_bond_supply_rises,,,,,
HR-050,government_bond_supply_falls,,,,,
HR-050,risk_aversion_rises,,,,,
HR-050,risk_aversion_falls,,,,,
HR-051,policy_stance_eases,,,,,
HR-051,policy_stance_tightens,,,,,
HR-051,liquidity_supply_increases,,,,,
HR-051,liquidity_supply_decreases,,,,,
HR-051,funding_conditions_tighten,,,,,
HR-051,funding_conditions_ease,,,,,
HR-051,growth_outlook_strengthens,,,,,
HR-051,growth_outlook_weakens,,,,,
HR-051,inflation_pressure_rises,,,,,
HR-051,inflation_pressure_falls,,,,,
HR-051,government_bond_supply_rises,,,,,
HR-051,government_bond_supply_falls,,,,,
HR-051,risk_aversion_rises,,,,,
HR-051,risk_aversion_falls,,,,,
HR-052,policy_stance_eases,,,,,
HR-052,policy_stance_tightens,,,,,
HR-052,liquidity_supply_increases,,,,,
HR-052,liquidity_supply_decreases,,,,,
HR-052,funding_conditions_tighten,,,,,
HR-052,funding_conditions_ease,,,,,
HR-052,growth_outlook_strengthens,,,,,
HR-052,growth_outlook_weakens,,,,,
HR-052,inflation_pressure_rises,,,,,
HR-052,inflation_pressure_falls,,,,,
HR-052,government_bond_supply_rises,,,,,
HR-052,government_bond_supply_falls,,,,,
HR-052,risk_aversion_rises,,,,,
HR-052,risk_aversion_falls,,,,,
HR-053,policy_stance_eases,,,,,
HR-053,policy_stance_tightens,,,,,
HR-053,liquidity_supply_increases,,,,,
HR-053,liquidity_supply_decreases,,,,,
HR-053,funding_conditions_tighten,,,,,
HR-053,funding_conditions_ease,,,,,
HR-053,growth_outlook_strengthens,,,,,
HR-053,growth_outlook_weakens,,,,,
HR-053,inflation_pressure_rises,,,,,
HR-053,inflation_pressure_falls,,,,,
HR-053,government_bond_supply_rises,,,,,
HR-053,government_bond_supply_falls,,,,,
HR-053,risk_aversion_rises,,,,,
HR-053,risk_aversion_falls,,,,,
HR-054,policy_stance_eases,,,,,
HR-054,policy_stance_tightens,,,,,
HR-054,liquidity_supply_increases,,,,,
HR-054,liquidity_supply_decreases,,,,,
HR-054,funding_conditions_tighten,,,,,
HR-054,funding_conditions_ease,,,,,
HR-054,growth_outlook_strengthens,,,,,
HR-054,growth_outlook_weakens,,,,,
HR-054,inflation_pressure_rises,,,,,
HR-054,inflation_pressure_falls,,,,,
HR-054,government_bond_supply_rises,,,,,
HR-054,government_bond_supply_falls,,,,,
HR-054,risk_aversion_rises,,,,,
HR-054,risk_aversion_falls,,,,,
HR-055,policy_stance_eases,,,,,
HR-055,policy_stance_tightens,,,,,
HR-055,liquidity_supply_increases,,,,,
HR-055,liquidity_supply_decreases,,,,,
HR-055,funding_conditions_tighten,,,,,
HR-055,funding_conditions_ease,,,,,
HR-055,growth_outlook_strengthens,,,,,
HR-055,growth_outlook_weakens,,,,,
HR-055,inflation_pressure_rises,,,,,
HR-055,inflation_pressure_falls,,,,,
HR-055,government_bond_supply_rises,,,,,
HR-055,government_bond_supply_falls,,,,,
HR-055,risk_aversion_rises,,,,,
HR-055,risk_aversion_falls,,,,,
HR-056,policy_stance_eases,,,,,
HR-056,policy_stance_tightens,,,,,
HR-056,liquidity_supply_increases,,,,,
HR-056,liquidity_supply_decreases,,,,,
HR-056,funding_conditions_tighten,,,,,
HR-056,funding_conditions_ease,,,,,
HR-056,growth_outlook_strengthens,,,,,
HR-056,growth_outlook_weakens,,,,,
HR-056,inflation_pressure_rises,,,,,
HR-056,inflation_pressure_falls,,,,,
HR-056,government_bond_supply_rises,,,,,
HR-056,government_bond_supply_falls,,,,,
HR-056,risk_aversion_rises,,,,,
HR-056,risk_aversion_falls,,,,,
HR-057,policy_stance_eases,,,,,
HR-057,policy_stance_tightens,,,,,
HR-057,liquidity_supply_increases,,,,,
HR-057,liquidity_supply_decreases,,,,,
HR-057,funding_conditions_tighten,,,,,
HR-057,funding_conditions_ease,,,,,
HR-057,growth_outlook_strengthens,,,,,
HR-057,growth_outlook_weakens,,,,,
HR-057,inflation_pressure_rises,,,,,
HR-057,inflation_pressure_falls,,,,,
HR-057,government_bond_supply_rises,,,,,
HR-057,government_bond_supply_falls,,,,,
HR-057,risk_aversion_rises,,,,,
HR-057,risk_aversion_falls,,,,,
HR-058,policy_stance_eases,,,,,
HR-058,policy_stance_tightens,,,,,
HR-058,liquidity_supply_increases,,,,,
HR-058,liquidity_supply_decreases,,,,,
HR-058,funding_conditions_tighten,,,,,
HR-058,funding_conditions_ease,,,,,
HR-058,growth_outlook_strengthens,,,,,
HR-058,growth_outlook_weakens,,,,,
HR-058,inflation_pressure_rises,,,,,
HR-058,inflation_pressure_falls,,,,,
HR-058,government_bond_supply_rises,,,,,
HR-058,government_bond_supply_falls,,,,,
HR-058,risk_aversion_rises,,,,,
HR-058,risk_aversion_falls,,,,,
HR-059,policy_stance_eases,,,,,
HR-059,policy_stance_tightens,,,,,
HR-059,liquidity_supply_increases,,,,,
HR-059,liquidity_supply_decreases,,,,,
HR-059,funding_conditions_tighten,,,,,
HR-059,funding_conditions_ease,,,,,
HR-059,growth_outlook_strengthens,,,,,
HR-059,growth_outlook_weakens,,,,,
HR-059,inflation_pressure_rises,,,,,
HR-059,inflation_pressure_falls,,,,,
HR-059,government_bond_supply_rises,,,,,
HR-059,government_bond_supply_falls,,,,,
HR-059,risk_aversion_rises,,,,,
HR-059,risk_aversion_falls,,,,,
HR-060,policy_stance_eases,,,,,
HR-060,policy_stance_tightens,,,,,
HR-060,liquidity_supply_increases,,,,,
HR-060,liquidity_supply_decreases,,,,,
HR-060,funding_conditions_tighten,,,,,
HR-060,funding_conditions_ease,,,,,
HR-060,growth_outlook_strengthens,,,,,
HR-060,growth_outlook_weakens,,,,,
HR-060,inflation_pressure_rises,,,,,
HR-060,inflation_pressure_falls,,,,,
HR-060,government_bond_supply_rises,,,,,
HR-060,government_bond_supply_falls,,,,,
HR-060,risk_aversion_rises,,,,,
HR-060,risk_aversion_falls,,,,,
